gene_id	bundle_id	chr	left	right	FPKM	FPKM_conf_lo	FPKM_conf_hi	status
NCU00832	20149	supercont10.1	7024704	7025972	28.4234	17.7607	39.0861	OK
NCU00830	20151	supercont10.1	7030364	7031989	5.41147	0.758958	10.064	OK
NCU00828	20153	supercont10.1	7036246	7037728	49.1401	35.1201	63.1601	OK
NCU00831	20150	supercont10.1	7027585	7030203	147.043	122.791	171.295	OK
NCU00829	20152	supercont10.1	7032960	7035414	13.4583	6.1212	20.7954	OK
NCU00827	20154	supercont10.1	7037932	7039955	20.182	11.1971	29.1668	OK
NCU00826	20155	supercont10.1	7041305	7043025	0.794026	0	2.57619	OK
NCU00825	20156	supercont10.1	7043597	7045351	15.4384	7.58005	23.2967	OK
NCU00824	20157	supercont10.1	7046028	7049048	6.27262	1.26358	11.2817	OK
NCU00822	20159	supercont10.1	7052991	7055104	0	0	0	OK
NCU00823	20158	supercont10.1	7049734	7051473	110.763	89.7143	131.812	OK
NCU00833	20148	supercont10.1	7015581	7022669	9.85678	3.57768	16.1359	OK
NCU00819	20161	supercont10.1	7061881	7062927	1.46598	0	3.88753	OK
NCU00818	20162	supercont10.1	7063311	7065462	4.81489	0.42632	9.20347	OK
NCU00817	20163	supercont10.1	7067678	7069718	0	0	0	OK
NCU00821	20160	supercont10.1	7055999	7058284	188.766	161.288	216.245	OK
NCU00814	20164	supercont10.1	7073647	7075800	53.1619	38.5794	67.7443	OK
NCU00808	20169	supercont10.1	7091573	7094618	2.36208	0	5.43589	OK
NCU00809	20168	supercont10.1	7089658	7091366	2.7275	0	6.03053	OK
NCU00807	20170	supercont10.1	7095245	7095942	0	0	0	OK
NCU00806	20171	supercont10.1	7097633	7100186	0	0	0	OK
NCU00804	20173	supercont10.1	7110117	7110893	0	0	0	OK
NCU00865	20117	supercont10.1	6919675	6921327	309.992	281.732	338.252	OK
NCU00864	20117	supercont10.1	6921169	6922394	210.217	192.832	227.602	OK
NCU00811	20166	supercont10.1	7081996	7083985	555.619	508.476	602.762	OK
NCU00810	20167	supercont10.1	7084847	7088651	21.2728	12.0483	30.4973	OK
NCU00805	20172	supercont10.1	7102178	7103512	110.164	89.1718	131.155	OK
NCU10770	20177	supercont10.1	7124423	7124763	1.05498	0	3.10923	OK
NCU00802	20175	supercont10.1	7117550	7119576	26.219	15.9781	36.4599	OK
NCU00799	20179	supercont10.1	7130488	7131643	12.4381	5.38456	19.4916	OK
NCU00813	20165	supercont10.1	7076198	7078303	54.9294	43.5751	66.2837	OK
NCU00812	20165	supercont10.1	7078263	7079781	40.4057	32.2032	48.6082	OK
NCU00800	20178	supercont10.1	7127314	7129121	0.259739	0	1.27903	OK
NCU00801	20176	supercont10.1	7121828	7124065	15.6622	7.74712	23.5773	OK
NCU10894	20184	supercont10.1	7149408	7150834	6.2079	1.22477	11.191	OK
NCU00795	20182	supercont10.1	7140513	7142533	2.77776	0	6.11109	OK
NCU00794	20183	supercont10.1	7143287	7145800	8.13121	2.42815	13.8343	OK
NCU00796	20181	supercont10.1	7135628	7139163	21.7688	12.4374	31.1002	OK
NCU00798	20180	supercont10.1	7131754	7132928	10.8427	5.97584	15.7095	OK
NCU00797	20180	supercont10.1	7132912	7134885	5.36738	2.23037	8.50439	OK
NCU00803	20174	supercont10.1	7113968	7115941	12.04	5.10024	18.9797	OK
NCU00792	20186	supercont10.1	7155768	7158324	89.3249	70.4226	108.227	OK
NCU00793	20185	supercont10.1	7151165	7155148	119.157	97.325	140.989	OK
NCU00787	20191	supercont10.1	7177158	7178704	1.56744	0	4.07139	OK
NCU00786	20192	supercont10.1	7179989	7182378	0.857163	0	2.70882	OK
NCU00783	20194	supercont10.1	7190599	7190887	1.80166	0	4.48618	OK
NCU00790	20187	supercont10.1	7161079	7164028	193.843	165.997	221.688	OK
NCU10895	20188	supercont10.1	7164390	7168743	4.23778	0.120606	8.35495	OK
NCU00781	20196	supercont10.1	7201113	7201383	0	0	0	OK
NCU00788	20190	supercont10.1	7173689	7176507	2.46809	0	5.61013	OK
NCU00780	20197	supercont10.1	7202836	7204284	5.92464	1.05652	10.7928	OK
NCU00784	20193	supercont10.1	7185975	7188961	10.3657	3.92652	16.8048	OK
NCU00779	20198	supercont10.1	7206320	7207789	7.20543	1.83685	12.574	OK
NCU00778	20199	supercont10.1	7208003	7209092	23.7589	14.0103	33.5075	OK
NCU00782	20195	supercont10.1	7194935	7196850	15.3933	7.54644	23.2402	OK
NCU00777	20200	supercont10.1	7209520	7210712	12.0939	5.13865	19.0492	OK
NCU00789	20189	supercont10.1	7169288	7172770	66.5231	50.2107	82.8354	OK
NCU00776	20201	supercont10.1	7210767	7212976	4.53344	0.275066	8.79182	OK
NCU00775	20202	supercont10.1	7215006	7217024	213.511	184.287	242.735	OK
NCU00773	20204	supercont10.1	7220526	7221626	21.1317	11.9379	30.3256	OK
NCU00774	20203	supercont10.1	7217861	7219496	161.097	135.712	186.482	OK
NCU00772	20205	supercont10.1	7223452	7226101	18.7187	10.0657	27.3718	OK
NCU00771	20206	supercont10.1	7227670	7229650	27.5314	17.0373	38.0255	OK
NCU11527	20210	supercont10.1	7250163	7250745	0	0	0	OK
NCU11528	20211	supercont10.1	7250875	7251638	0	0	0	OK
NCU11526	20209	supercont10.1	7248516	7249997	10.9363	4.32228	17.5503	OK
NCU00768	20208	supercont10.1	7239689	7245038	68.9501	52.3429	85.5574	OK
NCU00764	20214	supercont10.1	7266072	7266621	0	0	0	OK
NCU00762	20216	supercont10.1	7271713	7273108	1.76784	0	4.42704	OK
NCU00766	20212	supercont10.1	7252237	7253076	266.447	233.801	299.093	OK
NCU00760	20218	supercont10.1	7276920	7278147	3.15397	0	6.70585	OK
NCU00765	20213	supercont10.1	7256382	7258595	5.18065	0.628441	9.73286	OK
NCU00761	20217	supercont10.1	7274307	7276061	3.63155	0	7.44287	OK
NCU00757	20221	supercont10.1	7294369	7295080	2.36997	0	5.44891	OK
NCU00756	20222	supercont10.1	7297107	7297678	0	0	0	OK
NCU00758	20220	supercont10.1	7289286	7290461	5.59299	0.863092	10.3229	OK
NCU00770	20207	supercont10.1	7230626	7236372	13.5304	6.17363	20.8871	OK
NCU00759	20219	supercont10.1	7280847	7282503	71.2848	54.3987	88.1709	OK
NCU00754	20224	supercont10.1	7303581	7305346	1.92705	0	4.70342	OK
NCU00763	20215	supercont10.1	7267093	7271438	0.188161	0	1.05571	OK
NCU00752	20226	supercont10.1	7315361	7315826	22.174	12.7562	31.5919	OK
NCU00753	20225	supercont10.1	7312110	7314029	35.907	23.9225	47.8915	OK
NCU00755	20223	supercont10.1	7298124	7301466	9.64787	3.43566	15.8601	OK
NCU00751	20227	supercont10.1	7316920	7319043	43.9357	30.6789	57.1926	OK
NCU11529	20229	supercont10.1	7325194	7327405	3.48758	0	7.22259	OK
NCU11095	20228	supercont10.1	7319199	7320633	385.036	345.792	424.281	OK
NCU00749	20230	supercont10.1	7328619	7329992	37.7571	25.4677	50.0465	OK
NCU00747	20232	supercont10.1	7337969	7338677	0.650802	0	2.26425	OK
NCU00746	20233	supercont10.1	7340580	7341842	0	0	0	OK
NCU00745	20234	supercont10.1	7342697	7343887	1.22754	0	3.44343	OK
NCU00748	20231	supercont10.1	7332518	7334232	61.9558	46.2134	77.6982	OK
NCU00744	20235	supercont10.1	7348682	7351528	53.339	38.7323	67.9457	OK
NCU00739	20239	supercont10.1	7369024	7369396	0	0	0	OK
NCU00738	20240	supercont10.1	7371512	7373231	13.4715	6.13076	20.8122	OK
NCU00740	20238	supercont10.1	7365409	7368241	2.69992	0	5.9862	OK
NCU00735	20242	supercont10.1	7377864	7378913	6.17011	1.20217	11.138	OK
NCU00733	20244	supercont10.1	7383349	7383940	3.25875	0	6.86915	OK
NCU00734	20243	supercont10.1	7379036	7381300	41.1576	28.3268	53.9885	OK
NCU00743	20236	supercont10.1	7352159	7357325	264.883	232.332	297.433	OK
NCU00737	20241	supercont10.1	7374210	7375554	57.1075	45.4195	68.7956	OK
NCU00736	20241	supercont10.1	7375501	7377187	23.181	17.0466	29.3153	OK
NCU00742	20237	supercont10.1	7360934	7362865	97.0836	79.3184	114.849	OK
NCU00741	20237	supercont10.1	7362777	7364511	20.3126	16.3912	24.2339	OK
NCU00729	20247	supercont10.1	7396043	7397353	85.5702	67.0694	104.071	OK
NCU00728	20248	supercont10.1	7399375	7401357	4.38617	0.197533	8.57481	OK
NCU00727	20249	supercont10.1	7402346	7404030	10.6964	4.1553	17.2374	OK
NCU00730	20246	supercont10.1	7391720	7395128	39.8101	27.191	52.4291	OK
NCU00732	20245	supercont10.1	7386747	7388890	933.507	872.401	994.614	OK
NCU00724	20252	supercont10.1	7409990	7412312	0.723964	0	2.42568	OK
NCU00723	20253	supercont10.1	7413384	7415617	8.49674	2.6669	14.3266	OK
NCU00725	20251	supercont10.1	7406721	7408886	61.3536	45.6879	77.0193	OK
NCU00721	20255	supercont10.1	7421132	7423333	18.7693	10.1046	27.4341	OK
NCU00718	20258	supercont10.1	7439856	7440218	0.639915	0	2.23981	OK
NCU10793	20259	supercont10.1	7443095	7443781	1.10013	0	3.19787	OK
NCU00719	20257	supercont10.1	7431927	7433279	5.74309	0.950143	10.536	OK
NCU00716	20261	supercont10.1	7452364	7453511	4.73607	0.383567	9.08857	OK
NCU00720	20256	supercont10.1	7427156	7428632	117.82	96.1111	139.529	OK
NCU11531	20263	supercont10.1	7456078	7456795	3.10552	0	6.63001	OK
NCU00715	20262	supercont10.1	7453604	7455552	56.8517	41.7717	71.9318	OK
NCU00717	20260	supercont10.1	7446694	7450063	8.80665	2.87145	14.7419	OK
NCU11530	20254	supercont10.1	7416561	7417518	9.24051	6.71914	11.7619	OK
NCU00722	20254	supercont10.1	7417511	7419709	13.5629	6.85451	20.2713	OK
NCU00726	20250	supercont10.1	7404111	7406331	3244.69	3130.77	3358.61	OK
NCU00713	20265	supercont10.1	7460715	7462580	31.0192	19.8802	42.1582	OK
NCU00714	20264	supercont10.1	7458247	7460551	65.0601	48.9282	81.1921	OK
NCU00708	20270	supercont10.1	7481210	7481927	0.368586	0	1.58281	OK
NCU00710	20268	supercont10.1	7476221	7477697	3.07048	0	6.57503	OK
NCU00711	20267	supercont10.1	7471796	7474315	7.15503	1.80525	12.5048	OK
NCU00707	20271	supercont10.1	7482140	7483632	16.6564	8.49394	24.8188	OK
NCU00709	20269	supercont10.1	7477813	7480507	5.87007	1.02443	10.7157	OK
NCU00712	20266	supercont10.1	7465597	7469607	50.6498	36.4161	64.8835	OK
NCU00704	20274	supercont10.1	7490346	7491136	0	0	0	OK
NCU00705	20273	supercont10.1	7488452	7489348	6.68764	1.51555	11.8597	OK
NCU00701	20275	supercont10.1	7494699	7495831	26.8316	16.4717	37.1914	OK
NCU00700	20276	supercont10.1	7496941	7498445	14.3056	6.74107	21.8702	OK
NCU00698	20278	supercont10.1	7505069	7506488	0.393465	0	1.648	OK
NCU00699	20277	supercont10.1	7502128	7504213	11.9567	5.04102	18.8724	OK
NCU00697	20280	supercont10.1	7517565	7519059	2.22045	0	5.20069	OK
NCU10264	20279	supercont10.1	7512389	7516654	3.95889	0	7.93829	OK
NCU00706	20272	supercont10.1	7485685	7487321	2263.34	2168.19	2358.49	OK
NCU00692	20283	supercont10.1	7530306	7532510	59.7211	44.2652	75.177	OK
NCU00691	20284	supercont10.1	7533492	7535978	7.34483	1.92456	12.7651	OK
NCU00688	20287	supercont10.1	7547205	7548843	2.01155	0	4.84813	OK
NCU00689	20286	supercont10.1	7544505	7547042	19.2642	10.486	28.0424	OK
NCU00690	20285	supercont10.1	7539967	7543019	8.1987	2.47202	13.9254	OK
NCU00687	20288	supercont10.1	7549300	7551309	81.1233	63.1096	99.137	OK
NCU00694	20282	supercont10.1	7525875	7528460	51.561	38.9509	64.1711	OK
NCU00693	20282	supercont10.1	7528398	7529857	22.9977	18.3897	27.6056	OK
NCU00682	20291	supercont10.1	7572679	7575397	59.7278	44.2711	75.1846	OK
NCU00679	20294	supercont10.1	7583521	7586085	0.750742	0	2.48365	OK
NCU00680	20293	supercont10.1	7580180	7582450	115.948	94.4126	137.484	OK
NCU00681	20292	supercont10.1	7575759	7579924	12.4993	5.42844	19.5702	OK
NCU11533	20297	supercont10.1	7593105	7593654	0.700397	0	2.37419	OK
NCU00678	20295	supercont10.1	7586824	7588703	15.3948	7.54758	23.2421	OK
NCU00676	20298	supercont10.1	7595048	7596510	13.4333	6.103	20.7636	OK
NCU00677	20296	supercont10.1	7589240	7591579	8.29934	2.53763	14.0611	OK
NCU00675	20299	supercont10.1	7597401	7600888	7.08304	1.76024	12.4058	OK
NCU00684	20290	supercont10.1	7567872	7570156	25.774	15.6202	35.9277	OK
NCU00674	20300	supercont10.1	7603167	7606176	2.30533	0	5.342	OK
NCU00696	20281	supercont10.1	7519781	7521298	120.054	109.403	130.706	OK
NCU00695	20281	supercont10.1	7521194	7523165	332.185	300.281	364.089	OK
NCU00669	20303	supercont10.1	7623584	7625403	72.6777	55.6275	89.728	OK
NCU00673	20301	supercont10.1	7606987	7609321	1352.29	1278.74	1425.83	OK
NCU00666	20306	supercont10.1	7636098	7637451	12.3674	5.33397	19.4009	OK
NCU00667	20305	supercont10.1	7633210	7634726	178.686	151.952	205.421	OK
NCU00668	20304	supercont10.1	7626773	7631108	26.6842	16.3529	37.0156	OK
NCU00662	20309	supercont10.1	7651055	7651922	9.10991	3.07338	15.1464	OK
NCU00659	20311	supercont10.1	7656227	7657499	20.6756	11.5815	29.7696	OK
NCU00660	20310	supercont10.1	7654191	7656136	35.7769	23.8141	47.7397	OK
NCU00657	20313	supercont10.1	7671241	7672966	15.6663	7.75014	23.5824	OK
NCU00685	20289	supercont10.1	7563397	7566370	380.328	341.324	419.332	OK
NCU00654	20315	supercont10.1	7679389	7681242	13.872	6.42295	21.321	OK
NCU00653	20316	supercont10.1	7681793	7684607	4.45631	0.234315	8.6783	OK
NCU11534	20308	supercont10.1	7648063	7649350	102.557	85.1824	119.931	OK
NCU00663	20308	supercont10.1	7649336	7650583	26.7894	21.4203	32.1586	OK
NCU00665	20307	supercont10.1	7640149	7642333	61.5878	47.6406	75.535	OK
NCU00664	20307	supercont10.1	7642326	7643421	25.0431	20.4312	29.655	OK
NCU00652	20317	supercont10.1	7685024	7688814	2.94835	0	6.38251	OK
NCU00651	20318	supercont10.1	7689882	7692565	49.3885	35.3331	63.4439	OK
NCU11535	20321	supercont10.1	7700191	7701032	4.83417	0.436823	9.23153	OK
NCU00650	20319	supercont10.1	7694348	7697224	12.8712	5.69592	20.0465	OK
NCU00649	20320	supercont10.1	7698239	7700065	43.0091	29.8929	56.1254	OK
NCU00645	20324	supercont10.1	7718027	7719664	0	0	0	OK
NCU00646	20323	supercont10.1	7714871	7717529	10.9607	4.33933	17.5821	OK
NCU00648	20322	supercont10.1	7701408	7703691	12.8928	5.71152	20.0742	OK
NCU00644	20325	supercont10.1	7721326	7723220	83.3479	65.0889	101.607	OK
NCU00643	20326	supercont10.1	7723693	7725193	32.1863	20.8397	43.5329	OK
NCU00641	20328	supercont10.1	7730995	7731423	18.1191	9.60581	26.6324	OK
NCU00640	20329	supercont10.1	7731791	7732287	13.2657	5.98129	20.5501	OK
NCU11537	20331	supercont10.1	7741888	7742351	1.95543	0	4.75216	OK
NCU00638	20330	supercont10.1	7737322	7738815	3.47734	0	7.20687	OK
NCU00642	20327	supercont10.1	7727090	7730592	17.692	9.27963	26.1044	OK
NCU00636	20332	supercont10.1	7742816	7743944	595.714	546.9	644.529	OK
NCU00656	20314	supercont10.1	7673338	7676413	18.2256	14.4405	22.0107	OK
NCU00655	20314	supercont10.1	7676341	7678013	97.7049	79.9671	115.443	OK
NCU00635	20333	supercont10.1	7744483	7745818	591.987	543.325	640.648	OK
NCU00658	20312	supercont10.1	7658452	7670476	0.56914	0	2.07797	OK
NCU00671	20302	supercont10.1	7613544	7622106	24.2946	18.391	30.1982	OK
NCU00670	20302	supercont10.1	7621965	7623246	369.115	338.241	399.989	OK
NCU00633	20335	supercont10.1	7749121	7750626	91.8987	72.726	111.072	OK
NCU00630	20338	supercont10.1	7762759	7764667	10.4912	4.01314	16.9692	OK
NCU00632	20336	supercont10.1	7751056	7753888	18.5316	9.92194	27.1413	OK
NCU00634	20334	supercont10.1	7746370	7747741	1082.1	1016.31	1147.89	OK
NCU00631	20337	supercont10.1	7755681	7759679	10.0983	3.74275	16.4539	OK
NCU00628	20340	supercont10.1	7769565	7772077	18.3708	9.79857	26.943	OK
NCU00629	20339	supercont10.1	7764904	7768116	189.604	162.064	217.143	OK
NCU11538	20342	supercont10.1	7779550	7782131	22.9476	13.3669	32.5283	OK
NCU11187	20344	supercont10.1	7791253	7793731	28.1914	17.5723	38.8105	OK
NCU00624	20345	supercont10.1	7794128	7795971	44.2134	30.9148	57.512	OK
NCU00623	20346	supercont10.1	7796351	7797833	60.5366	44.9756	76.0977	OK
NCU00627	20341	supercont10.1	7772455	7774913	451.886	409.371	494.401	OK
NCU00620	20349	supercont10.1	7813659	7815365	20.2282	11.2331	29.2234	OK
NCU00619	20350	supercont10.1	7815539	7817028	42.9307	29.8264	56.035	OK
NCU00621	20348	supercont10.1	7808208	7813063	22.6632	13.1421	32.1844	OK
NCU00622	20347	supercont10.1	7798247	7803816	19.9776	11.0384	28.9169	OK
NCU11188	20343	supercont10.1	7782697	7790883	6.97304	1.69174	12.2543	OK
NCU00617	20352	supercont10.1	7819673	7820963	53.5475	38.9123	68.1828	OK
NCU00616	20353	supercont10.1	7821937	7823808	8.24294	2.50083	13.985	OK
NCU11539	20355	supercont10.1	7834746	7835947	1.31985	0	3.61754	OK
NCU00611	20356	supercont10.1	7837210	7839994	12.7749	5.62652	19.9233	OK
NCU00609	20357	supercont10.1	7850825	7852789	29.0237	18.249	39.7984	OK
NCU00607	20359	supercont10.1	7857816	7858572	15.6987	7.77437	23.623	OK
NCU00606	20360	supercont10.1	7858634	7859423	3.00737	0	6.47572	OK
NCU00603	20363	supercont10.1	7866342	7866842	0	0	0	OK
NCU00614	20354	supercont10.1	7826556	7829896	40.4146	27.7001	53.1291	OK
NCU00608	20358	supercont10.1	7853818	7856215	32.586	21.1692	44.0028	OK
NCU00605	20361	supercont10.1	7860821	7862820	11.2103	4.51394	17.9067	OK
NCU00618	20351	supercont10.1	7817909	7819305	1669.23	1587.52	1750.94	OK
NCU00604	20362	supercont10.1	7863270	7865492	2.91643	0	6.33195	OK
NCU00602	20364	supercont10.1	7869922	7872514	13.6209	6.2396	21.0022	OK
NCU00597	20368	supercont10.1	7881822	7883417	11.6552	4.82728	18.4832	OK
NCU00600	20365	supercont10.1	7873489	7875824	145.648	121.511	169.785	OK
NCU00599	20366	supercont10.1	7877441	7880256	9.95071	3.64176	16.2597	OK
NCU00596	20369	supercont10.1	7884749	7886213	40.4934	27.7665	53.2202	OK
NCU00594	20371	supercont10.1	7893782	7895191	0	0	0	OK
NCU00593	20372	supercont10.1	7898817	7900813	34.5446	22.7897	46.2996	OK
NCU00592	20373	supercont10.1	7901122	7902746	16.6651	8.50051	24.8297	OK
NCU00595	20370	supercont10.1	7887148	7890546	48.8349	34.8585	62.8113	OK
NCU00591	20374	supercont10.1	7902754	7905366	35.3095	23.4251	47.1938	OK
NCU00598	20367	supercont10.1	7880426	7881532	43.1386	30.0026	56.2747	OK
NCU00587	20376	supercont10.1	7913713	7916943	58.0527	42.8142	73.2912	OK
NCU00586	20377	supercont10.1	7917287	7919267	122.208	100.098	144.317	OK
NCU00590	20375	supercont10.1	7906087	7907550	72.5439	62.4782	82.6096	OK
NCU00589	20375	supercont10.1	7907463	7909706	108.425	91.5816	125.269	OK
NCU00583	20380	supercont10.1	7931550	7932266	3.3913	0	7.0744	OK
NCU00584	20379	supercont10.1	7924518	7926014	313.102	277.712	348.491	OK
NCU00585	20378	supercont10.1	7921218	7923155	1497.84	1420.44	1575.25	OK
NCU00581	20382	supercont10.1	7936277	7937694	30.8271	19.7227	41.9316	OK
NCU11540	20383	supercont10.1	7937939	7939307	80.8142	62.8348	98.7935	OK
NCU00580	20384	supercont10.1	7939789	7941286	46.5539	32.9078	60.2	OK
NCU00582	20381	supercont10.1	7932723	7935778	280.942	247.419	314.464	OK
NCU00576	20387	supercont10.1	7951498	7953431	21.5947	12.3007	30.8888	OK
NCU00574	20389	supercont10.1	7960958	7961642	3.74826	0	7.62035	OK
NCU00579	20385	supercont10.1	7942185	7946937	58.1304	42.8817	73.3791	OK
NCU00578	20386	supercont10.1	7947286	7948429	25.5924	17.981	33.2039	OK
NCU00577	20386	supercont10.1	7948273	7949998	13.1601	8.35517	17.965	OK
NCU00575	20388	supercont10.1	7953805	7956676	166.235	140.448	192.021	OK
NCU00572	20391	supercont10.1	7967614	7969179	5.05329	0.557383	9.54919	OK
NCU00573	20390	supercont10.1	7963754	7966725	109.668	88.7233	130.612	OK
NCU00571	20392	supercont10.1	7969561	7971070	111.202	90.1118	132.293	OK
NCU00568	20394	supercont10.1	7973310	7975292	20.1526	11.1743	29.1309	OK
NCU00570	20393	supercont10.1	7971416	7972280	17.3312	12.118	22.5444	OK
NCU00569	20393	supercont10.1	7972019	7972891	23.0423	15.498	30.5867	OK
NCU00567	20395	supercont10.1	7977937	7981291	35.9187	23.9323	47.9052	OK
NCU00566	20396	supercont10.1	7982250	7983912	245.668	214.32	277.015	OK
NCU00561	20399	supercont10.1	7994514	7996138	14.5109	6.89225	22.1295	OK
NCU00560	20400	supercont10.1	7996276	7997984	15.5341	7.65147	23.4168	OK
NCU00557	20404	supercont10.1	8011727	8013007	0	0	0	OK
NCU11541	20403	supercont10.1	8010562	8011377	1.26425	0	3.51302	OK
NCU00559	20401	supercont10.1	8000179	8002943	9.42958	3.28806	15.5711	OK
NCU00558	20402	supercont10.1	8003664	8007055	22.2054	12.7809	31.63	OK
NCU11543	20406	supercont10.1	8019369	8021016	55.4479	40.5552	70.3406	OK
NCU00554	20407	supercont10.1	8023079	8024705	69.0204	52.4047	85.6361	OK
NCU00565	20397	supercont10.1	7985476	7987236	36.2345	28.5305	43.9385	OK
NCU00564	20397	supercont10.1	7987088	7988102	129.014	111.459	146.568	OK
NCU00553	20408	supercont10.1	8026472	8029657	38.0696	25.7294	50.4097	OK
NCU00563	20398	supercont10.1	7989452	7991363	1.80638	1.35246	2.26031	OK
NCU00562	20398	supercont10.1	7991340	7993559	48.1042	34.4301	61.7782	OK
NCU00556	20405	supercont10.1	8015285	8017394	39.923	28.5552	51.2908	OK
NCU11542	20405	supercont10.1	8017281	8018693	16.2918	12.7455	19.8381	OK
NCU00550	20411	supercont10.1	8043629	8047611	9.84343	3.56858	16.1183	OK
NCU11544	20413	supercont10.1	8049836	8050150	11.2182	4.51948	17.9169	OK
NCU00549	20412	supercont10.1	8048224	8049440	189.357	161.836	216.879	OK
NCU00547	20415	supercont10.1	8055320	8057397	1.48029	0	3.91363	OK
NCU00552	20409	supercont10.1	8029919	8032264	731.927	677.819	786.035	OK
NCU00543	20417	supercont10.1	8066093	8067082	0.917824	0	2.83389	OK
NCU00542	20418	supercont10.1	8067834	8070157	19.6606	10.7925	28.5287	OK
NCU11186	20414	supercont10.1	8051170	8052303	41.3164	30.1141	52.5187	OK
NCU00548	20414	supercont10.1	8052142	8053225	14.6904	10.8949	18.4859	OK
NCU00545	20416	supercont10.1	8060530	8064262	37.4739	25.2307	49.717	OK
NCU00537	20421	supercont10.1	8094117	8095899	84.7804	66.3651	103.196	OK
NCU00535	20423	supercont10.1	8099158	8100436	21.0508	11.8746	30.227	OK
NCU00534	20424	supercont10.1	8100567	8101823	1.6029	0	4.13501	OK
NCU00532	20426	supercont10.1	8106186	8106568	0	0	0	OK
NCU00533	20425	supercont10.1	8104309	8105278	0	0	0	OK
NCU00531	20427	supercont10.1	8107982	8108632	0	0	0	OK
NCU00530	20428	supercont10.1	8109131	8109880	0	0	0	OK
NCU00529	20429	supercont10.1	8110982	8111450	0	0	0	OK
NCU00536	20422	supercont10.1	8096486	8098590	27.4967	17.0093	37.9842	OK
NCU00538	20420	supercont10.1	8088234	8092261	11.1932	4.50198	17.8845	OK
NCU00525	20433	supercont10.1	8124142	8125030	0	0	0	OK
NCU00527	20431	supercont10.1	8117392	8118444	74.8966	57.588	92.2051	OK
NCU00524	20434	supercont10.1	8128458	8129553	2.74484	0	6.05835	OK
NCU00526	20432	supercont10.1	8120542	8122532	0.12145	0	0.818445	OK
NCU00551	20410	supercont10.1	8034047	8041736	37.045	24.8721	49.2179	OK
NCU00523	20435	supercont10.1	8130242	8132241	18.1291	9.61348	26.6448	OK
NCU11545	20436	supercont10.1	8132929	8135318	5.01301	0.535058	9.49096	OK
NCU00528	20430	supercont10.1	8112437	8115935	17.2246	8.92406	25.5251	OK
NCU00520	20438	supercont10.1	8141284	8143460	18.8134	10.1385	27.4883	OK
NCU00519	20439	supercont10.1	8144098	8145552	119.071	97.2474	140.895	OK
NCU00518	20440	supercont10.1	8145898	8147434	64.4575	48.4004	80.5146	OK
NCU00516	20442	supercont10.1	8153598	8155423	0.990804	0	2.98159	OK
NCU00517	20441	supercont10.1	8147688	8150581	20.3505	11.3282	29.3728	OK
NCU00510	20446	supercont10.1	8176678	8177240	0	0	0	OK
NCU00509	20447	supercont10.1	8180884	8183731	9.19665	3.13145	15.2618	OK
NCU00513	20444	supercont10.1	8163697	8165804	57.6674	42.4796	72.8552	OK
NCU00512	20445	supercont10.1	8166025	8168644	6.57981	1.44958	11.71	OK
NCU00515	20443	supercont10.1	8157083	8160979	27.8255	17.2755	38.3755	OK
NCU00506	20448	supercont10.1	8192765	8194306	69.0128	52.398	85.6275	OK
NCU00504	20450	supercont10.1	8195960	8196899	13.424	6.09624	20.7518	OK
NCU00505	20449	supercont10.1	8194534	8195840	88.1954	69.4129	106.978	OK
NCU00503	20451	supercont10.1	8198118	8201132	43.3569	30.1877	56.5261	OK
NCU00541	20419	supercont10.1	8070738	8074130	113.905	92.5596	135.25	OK
NCU00500	20454	supercont10.1	8209697	8211221	0.759532	0	2.50255	OK
NCU11547	20455	supercont10.1	8214451	8215190	2.54747	0	5.73964	OK
NCU00501	20453	supercont10.1	8203853	8205692	7.85508	2.24969	13.4605	OK
NCU00502	20452	supercont10.1	8201847	8203577	469.632	426.29	512.974	OK
NCU00522	20437	supercont10.1	8137146	8138693	53.7473	45.2123	62.2823	OK
NCU00521	20437	supercont10.1	8138597	8140371	132.487	113.717	151.257	OK
NCU03052	20459	supercont10.1	8274585	8275185	0.844923	0	2.68332	OK
NCU03054	20457	supercont10.1	8268271	8270596	18.4968	9.89523	27.0984	OK
NCU03053	20458	supercont10.1	8271442	8273694	13.3156	6.0175	20.6137	OK
NCU03051	20460	supercont10.1	8275502	8278877	6.77934	1.57191	11.9868	OK
NCU03049	20462	supercont10.1	8294787	8297091	8.46112	2.64352	14.2787	OK
NCU03050	20461	supercont10.1	8293191	8294705	147.469	123.182	171.757	OK
NCU03048	20463	supercont10.1	8298112	8300038	16.4657	8.35011	24.5813	OK
NCU11549	20466	supercont10.1	8304220	8304733	0	0	0	OK
NCU11240	20465	supercont10.1	8302729	8303660	8.18458	2.46284	13.9063	OK
NCU03047	20464	supercont10.1	8300785	8302493	33.3901	21.8333	44.9469	OK
NCU11241	20467	supercont10.1	8305474	8306946	16.6418	8.48295	24.8007	OK
NCU03044	20469	supercont10.1	8318823	8319434	0	0	0	OK
NCU10772	20470	supercont10.1	8325296	8326555	2.25769	0	5.26281	OK
NCU03045	20468	supercont10.1	8309434	8314749	13.1372	5.88816	20.3863	OK
NCU03043	20471	supercont10.1	8331369	8333790	240.249	209.249	271.249	OK
NCU03039	20474	supercont10.1	8350663	8353188	56.7054	41.6448	71.766	OK
NCU03041	20473	supercont10.1	8347026	8348770	8.25902	4.38003	12.138	OK
